"","TRAP","Source","Type","LU_Around","LU_Top","Date","DiameterMax","DiameterMin","HeightMax","Condition","PrincipalSourceOfImpact","TopoID","Note","X","Y","geometry"
"287",9232,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-05,"20",15,"1.5","4","Looting",200338,NA,449283.8138,4676033.1066,c(449283.8138, 4676033.1066)
"288",9233,"Legacy verification","Burial Mound","Forest","Scrub",2010-11-05,"25",25,"1.5","5","Looting",200334,NA,450515.1766,4675047.8276,c(450515.1766, 4675047.8276)
"289",9234,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2010-11-05,"15",20,"0.5","5","Agriculture",200333,NA,449534.1176,4674229.1699,c(449534.1176, 4674229.1699)
"290",9235,"Legacy verification","Burial Mound","Forest","Scrub",2010-11-05,"35",40,"3.5","5","Looting",200340,NA,451034.6874,4677038.8819,c(451034.6874, 4677038.8819)
"291",9236,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-05,"30",30,"2","5","Looting",200371,NA,451466.9581,4677848.4892,c(451466.9581, 4677848.4892)
"292",9237,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-05,"15",15,"1.5","4","Looting",0,NA,451632.0545,4677932.4658,c(451632.0545, 4677932.4658)
"293",9238,"Survey","Burial Mound","Pasture","Scrub",2010-11-05,"25",25,"2","4","Looting",0,NA,451616.6274,4677973.0178,c(451616.6274, 4677973.0178)
"294",9239,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-05,"20",20,"1.5","4","Looting",200373,NA,451620.5985,4677994.8924,c(451620.5985, 4677994.8924)
"295",9240,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-05,"35",35,"3","4","Looting",200372,NA,451624.8129,4677881.9152,c(451624.8129, 4677881.9152)
"296",9241,"Survey","Burial Mound","Pasture","Scrub",2010-11-05,"15",15,"0.5","4","Looting",0,NA,451612.339,4677851.223,c(451612.339, 4677851.223)
"297",9242,"Survey","Uncertain Mound","Pasture","Scrub",2010-11-05,"10",10,"0.5","2","unspecified",0,NA,451623.5324,4677848.1747,c(451623.5324, 4677848.1747)
"298",9243,"Survey","Burial Mound","Pasture","Scrub",2010-11-05,"25",25,"2","5","Looting",0,NA,451589.9933,4677827.5749,c(451589.9933, 4677827.5749)
"299",9244,"Survey","Burial Mound","Pasture","Scrub",2010-11-05,"20",15,"0.5","5","Looting",0,NA,451609.6551,4677804.5663,c(451609.6551, 4677804.5663)
"300",9245,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-05,"30",30,"3","4","Construction",200374,NA,451563.6973,4677769.7651,c(451563.6973, 4677769.7651)
"301",9246,"Survey","Burial Mound","Pasture","Scrub",2010-11-05,"20",20,"2","4","Looting",0,NA,451601.2884,4677720.0621,c(451601.2884, 4677720.0621)
"302",9247,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-05,"35",35,"4","2","Looting",200375,NA,455693.1595,4677951.7021,c(455693.1595, 4677951.7021)
"303",9248,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2010-11-06,"20",30,"2.5","2","Construction",200395,NA,458005.7075,4676705.0036,c(458005.7075, 4676705.0036)
"304",9249,"Survey","Burial Mound","Annual agriculture","Pasture",2010-11-06,"15",15,"2","3","Looting",0,NA,457930.47,4676658.8689,c(457930.47, 4676658.8689)
"305",9250,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-06,"30",30,"3","2","Looting",200379,NA,457680.2118,4675548.8753,c(457680.2118, 4675548.8753)
"306",9251,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-06,"30",30,"2","4","Looting",200394,NA,457956.2064,4675037.1215,c(457956.2064, 4675037.1215)
"307",9252,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-06,"30",30,"3","4","Looting",200381,NA,453982.479,4675579.5811,c(453982.479, 4675579.5811)
"308",9253,"Survey","Burial Mound","Forest","Scrub",2010-11-06,"25",25,"3","5","Looting",0,NA,453961.9039,4675595.8439,c(453961.9039, 4675595.8439)
"309",9254,"Survey","Burial Mound","Forest","Scrub",2010-11-06,"20",20,"0.5","5","Looting",0,NA,454013.6205,4675579.862,c(454013.6205, 4675579.862)
"310",9255,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-06,"25",25,"1.7","5","Agriculture",200380,NA,455537.9975,4675119.4254,c(455537.9975, 4675119.4254)
"311",9256,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-06,"35",35,"1","5","Agriculture",200383,NA,454826.6418,4673713.5138,c(454826.6418, 4673713.5138)
"312",9257,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2010-11-07,"30",30,"2.5","3","Looting",200236,NA,462153.1007,4705829.4172,c(462153.1007, 4705829.4172)
"313",9258,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"20",20,"2.5","5","Agriculture",200234,NA,462161.0841,4705892.3787,c(462161.0841, 4705892.3787)
"314",9259,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"30",30,"2","5","Construction (military activity)",200233,NA,461506.6973,4706178.78,c(461506.6973, 4706178.78)
"315",9261,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"35",40,"3","4","Looting",200301,NA,474778.7204,4708820.5592,c(474778.7204, 4708820.5592)
"316",9262,"Survey","Burial Mound","Annual agriculture","Annual agriculture",NA,"30",30,"1.5","5","Agriculture",0,NA,474936.1054,4708937.2166,c(474936.1054, 4708937.2166)
"317",9263,"Survey","Burial Mound","Annual agriculture","Pasture",NA,"30",30,"3","2","Looting",0,NA,475002.3759,4708928.8632,c(475002.3759, 4708928.8632)
"318",9264,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"30",30,"2.5","3","Looting",200302,NA,475014.0497,4708850.6315,c(475014.0497, 4708850.6315)
"319",9265,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"30",30,"2.5","2","Looting",200303,NA,475058.2505,4708760.2832,c(475058.2505, 4708760.2832)
"320",9266,"Survey","Burial Mound","Pasture","Pasture",NA,"30",30,"2","2","Looting",0,NA,475196.3196,4708967.8498,c(475196.3196, 4708967.8498)
"321",9267,"Survey","Uncertain Mound","Pasture","Pasture",NA,"20",20,"1","5","Looting",0,NA,475224.8626,4708966.2841,c(475224.8626, 4708966.2841)
"322",9268,"Survey","Uncertain Mound","Annual agriculture","Pasture",NA,"35",35,"1","5","Agriculture",0,NA,475244.6152,4708922.064,c(475244.6152, 4708922.064)
"323",9269,"Survey","Uncertain Mound","Annual agriculture","Pasture",NA,"40",40,"1","5","Agriculture",0,NA,475281.3597,4708941.2265,c(475281.3597, 4708941.2265)
"324",9270,"Survey","Burial Mound","Pasture","Pasture",NA,"20",20,"1.5","2","Agriculture",0,NA,475274.8625,4708883.2012,c(475274.8625, 4708883.2012)
"325",9271,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"20",20,"1","5","Agriculture",200304,NA,475282.7826,4708853.7906,c(475282.7826, 4708853.7906)
"326",9272,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"40",25,"2.5","4","Looting",200305,NA,475361.6477,4708495.6173,c(475361.6477, 4708495.6173)
"327",9273,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"25",25,"2.5","3","Looting",200300,NA,475421.7788,4709438.1522,c(475421.7788, 4709438.1522)
"328",9274,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"45",45,"5","1","None",200292,"Mondadžiskata mogila",473246.0381,4712041.0437,c(473246.0381, 4712041.0437)
"329",9275,"Survey","Uncertain Mound","Annual agriculture","Annual agriculture",NA,"20",20,"0.5","5","Agriculture",0,NA,473167.0137,4712075.9762,c(473167.0137, 4712075.9762)
"330",9276,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"25",25,"0.7","5","Agriculture",200291,NA,473069.4105,4712100.0314,c(473069.4105, 4712100.0314)
"331",9277,"Survey","Burial Mound","Annual agriculture","Annual agriculture",NA,"25",25,"1.2","5","Agriculture",0,NA,473162.6317,4712004.7679,c(473162.6317, 4712004.7679)
"332",9278,"Survey","Uncertain Mound","Pasture","Pasture",NA,"30",30,"1","5","Agriculture",0,NA,473313.8964,4712033.6892,c(473313.8964, 4712033.6892)
"333",9279,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",40,"2","5","Agriculture",200296,NA,473602.8206,4710929.145,c(473602.8206, 4710929.145)
"334",9280,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"30",30,"5","2","None",200298,NA,473243.164,4710057.8629,c(473243.164, 4710057.8629)
"335",9281,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"40",40,"4","2","Looting",200299,NA,473262.9145,4709991.4985,c(473262.9145, 4709991.4985)
"336",9282,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"15",14,"0.5","5","Agriculture",200341,NA,449617.0458,4679513.832,c(449617.0458, 4679513.832)
"337",9283,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",40,"2","5","Agriculture",200345,NA,449069.8251,4680394.1501,c(449069.8251, 4680394.1501)
"338",9284,"Survey","Burial Mound","Annual agriculture","Annual agriculture",NA,"30",30,"1.5","5","Agriculture",0,NA,449124.3539,4680421.362,c(449124.3539, 4680421.362)
"339",9285,"Survey","Uncertain Mound","Annual agriculture","Annual agriculture",NA,"30",35,"2","5","Agriculture",0,NA,449303.4418,4680550.8941,c(449303.4418, 4680550.8941)
"340",9286,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"40",30,"7","2","Looting",200939,"geodetic point on top",449470.5448,4680656.9769,c(449470.5448, 4680656.9769)
"341",9287,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"30",30,"2.5","2","Looting",200366,NA,452707.4895,4682109.5103,c(452707.4895, 4682109.5103)
"342",9288,"Survey","Uncertain Mound","Annual agriculture","Annual agriculture",NA,"25",25,"1","5","Agriculture",0,NA,452793.1227,4681823.5588,c(452793.1227, 4681823.5588)
"343",9289,"Survey","Uncertain Mound","Annual agriculture","Annual agriculture",NA,"20",20,"0.5","5","Agriculture",0,NA,447864.0224,4680037.5896,c(447864.0224, 4680037.5896)
"344",9290,"Survey","Uncertain Mound","Annual agriculture","Annual agriculture",NA,"20",20,"0.8","5","Agriculture",0,NA,447874.6024,4680076.2299,c(447874.6024, 4680076.2299)
"345",9291,"Legacy verification","Burial Mound","Pasture","Scrub",NA,"35",35,"2.5","3","Looting",200348,NA,449895.8407,4681424.5167,c(449895.8407, 4681424.5167)
"346",9292,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"20",15,"0.5","5","Agriculture",200349,NA,450214.5602,4681904.7437,c(450214.5602, 4681904.7437)
"347",9293,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"30",30,"1","5","Agriculture",200350,NA,449147.3463,4682392.3609,c(449147.3463, 4682392.3609)
"348",9300,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-05,"40",40,"0.4","5","Agriculture",200247,NA,468705.6184,4711592.8992,c(468705.6184, 4711592.8992)
"349",9301,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-05,"25",25,"0.5","5","Agriculture",200219,NA,465672.2654,4711422.5596,c(465672.2654, 4711422.5596)
"350",9302,NA,"Burial Mound","Annual agriculture","Pasture",2010-11-06,"20",10,"0.5","5",NA,200108,NA,440167.0454,4703312.1771,c(440167.0454, 4703312.1771)
"351",9303,NA,"Extinct Burial Mound","Annual agriculture","Pasture",2010-11-06,"30",20,"1","4",NA,200107,NA,440057.3858,4703934.8237,c(440057.3858, 4703934.8237)
"352",9304,NA,"Extinct Burial Mound","Pasture","Pasture",2010-11-06,"35",25,"1.5","2",NA,200101,NA,440003.1924,4704618.4277,c(440003.1924, 4704618.4277)
"353",9305,NA,"Burial Mound","Scrub","Scrub",2010-11-06,"25",25,"1.8","3",NA,200013,"Diadopetkova mogila",441126.6561,4710087.374,c(441126.6561, 4710087.374)
"354",9306,NA,"Burial Mound","Scrub","Scrub",2010-11-06,"30",30,"2.5","3",NA,200880,NA,443326.0735,4708519.4946,c(443326.0735, 4708519.4946)
"355",9307,NA,"Burial Mound","Annual agriculture","Scrub",2010-11-06,"30",30,"3.1","1",NA,200028,NA,446761.3087,4709426.8264,c(446761.3087, 4709426.8264)
"356",9308,NA,"Burial Mound","Annual agriculture","Pasture",2010-11-06,"45",45,"4.5","1",NA,200033,NA,448231.6588,4715373.4089,c(448231.6588, 4715373.4089)
"357",9309,NA,"Burial Mound","Annual agriculture","Pasture",2010-11-06,"50",50,"5","2",NA,200032,NA,447867.7863,4715145.4814,c(447867.7863, 4715145.4814)
"358",9310,NA,"Burial Mound","Annual agriculture","Pasture",2010-11-06,"60",60,"5","3",NA,200031,NA,447757.9882,4715155.59,c(447757.9882, 4715155.59)
"359",9311,NA,"Burial Mound","Scrub","Pasture",2010-11-06,"30",30,"3","4",NA,200038,NA,448478.9527,4716579.9206,c(448478.9527, 4716579.9206)
"360",9312,NA,"Burial Mound","Annual agriculture","Pasture",2010-11-06,"40",35,"4","3",NA,200037,NA,447973.0195,4716468.2175,c(447973.0195, 4716468.2175)
"361",9313,NA,"Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-06,"30",30,"0.5","5",NA,200036,NA,447576.2412,4716169.2107,c(447576.2412, 4716169.2107)
"362",9314,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-07,"30",30,"2","5","Looting",200022,NA,453591.2748,4706446.6945,c(453591.2748, 4706446.6945)
"363",9315,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"20",20,"1","2","Looting",200023,NA,453884.8248,4706455.1565,c(453884.8248, 4706455.1565)
"364",9316,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"30",30,"2","2","Looting",200881,NA,453563.0205,4706659.7009,c(453563.0205, 4706659.7009)
"365",9317,"Survey","Burial Mound","Pasture","Pasture",NA,"20",20,"1.5","1","Construction",0,NA,453784.015,4707032.5299,c(453784.015, 4707032.5299)
"366",9318,"Survey","Uncertain Mound","Pasture","Pasture",NA,"25",25,"0.5","5","Construction (military activity)",0,NA,453253.7443,4707832.5106,c(453253.7443, 4707832.5106)
"367",9319,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"15",15,"1","3","Agriculture",200026,NA,454360.7674,4708632.5212,c(454360.7674, 4708632.5212)
"368",9320,"Legacy verification","Extinct Burial Mound","Annual agriculture","Pasture",NA,"30",15,"0.5","4","Construction",200030,NA,450650.7357,4711260.4318,c(450650.7357, 4711260.4318)
"369",9321,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"40",40,"4","3","Looting",200930,NA,452293.2096,4709358.9383,c(452293.2096, 4709358.9383)
"370",9322,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"40",40,"4","1","Looting",200929,"Azmashka mogila",451823.1931,4709665.9795,c(451823.1931, 4709665.9795)
"371",9323,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"40",40,"0.4","5","Agriculture",200094,NA,457691.1375,4708198.8668,c(457691.1375, 4708198.8668)
"372",9324,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",40,"1.8","3","Agriculture",200100,NA,458343.1502,4707849.2077,c(458343.1502, 4707849.2077)
"373",9325,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",NA,"10",10,"0.5","5","Looting",200089,NA,457983.105,4709902.0102,c(457983.105, 4709902.0102)
"374",9326,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"25",25,"3","1","Looting",200090,NA,458325.457,4709905.2659,c(458325.457, 4709905.2659)
"375",9332,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-11,"40",40,"4","5","Looting",200320,NA,440891.5458,4675606.4448,c(440891.5458, 4675606.4448)
"376",9334,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-11,"40",20,"1.9","4","Agriculture",200317,"also TRAP ID 7026",442827.3811,4677041.7044,c(442827.3811, 4677041.7044)
"377",9335,"Survey","Uncertain Mound","Annual agriculture","Annual agriculture",2010-11-11,"20",25,"1","5","Agriculture",200318,NA,443543.6336,4677131.1669,c(443543.6336, 4677131.1669)
"378",9336,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-11,"30",40,"0.8","5","Agriculture",0,NA,443513.2004,4677091.1016,c(443513.2004, 4677091.1016)
"379",9337,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-11,"40",30,"0.5","5","Agriculture",200314,NA,439275.541,4681831.5141,c(439275.541, 4681831.5141)
"380",9340,"Legacy verification","Burial Mound","Forest","Scrub",2010-11-11,"20",20,"1","5","Bioturbation (forest)",200135,NA,439961.7278,4688732.996,c(439961.7278, 4688732.996)
"381",9341,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-11,"40",40,"4","4","Looting",200131,NA,440595.1842,4689097.2238,c(440595.1842, 4689097.2238)
"382",9342,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-12,"40",30,"1.7","4","Agriculture",200152,NA,450202.4913,4689234.8043,c(450202.4913, 4689234.8043)
"383",9343,"Survey","Burial Mound","Pasture","Pasture",2010-11-12,"30",30,"1.5","4","Agriculture",0,NA,450274.7841,4689135.8845,c(450274.7841, 4689135.8845)
"384",9344,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-12,"30",30,"1.5","2","Looting",200151,NA,450361.4002,4689141.6257,c(450361.4002, 4689141.6257)
"385",9345,"Survey","Burial Mound","Pasture","Pasture",2010-11-12,"10",10,"1.5","4","Looting",0,NA,450450.1563,4688352.6869,c(450450.1563, 4688352.6869)
"386",9346,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-12,"40",50,"2","3","Agriculture",200150,NA,450640.4538,4688313.3684,c(450640.4538, 4688313.3684)
"387",9347,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-12,"40",40,"2.5","1","None",0,NA,450278.996,4687437.3449,c(450278.996, 4687437.3449)
"388",9348,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-12,"30",30,"1.7","1","None",200896,NA,450207.4535,4687511.6339,c(450207.4535, 4687511.6339)
"389",9349,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-12,"40",40,"2.5","2","Looting",200149,NA,450139.4857,4687620.7378,c(450139.4857, 4687620.7378)
"390",9350,"Survey","Burial Mound","Pasture","Scrub",2010-11-12,"35",35,"4.5","4","Looting",0,NA,450855.7851,4686654.5671,c(450855.7851, 4686654.5671)
"391",9351,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-12,"40",50,"3","2","Looting",200353,NA,451160.1775,4686553.82,c(451160.1775, 4686553.82)
"392",9352,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-12,"30",35,"1.5","5","Agriculture",0,NA,451968.164,4686129.208,c(451968.164, 4686129.208)
"393",9353,"Survey","Uncertain Mound","Annual agriculture","Annual agriculture",2010-11-12,"15",15,"0","5","Agriculture",0,NA,451942.2714,4686147.9802,c(451942.2714, 4686147.9802)
"394",9354,"Survey","Uncertain Mound","Annual agriculture","Annual agriculture",2010-11-12,"20",10,"0","5","Agriculture",0,NA,451948.4209,4686098.4604,c(451948.4209, 4686098.4604)
"395",9355,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-12,"30",25,"1","4","Agriculture",200160,NA,450064.2518,4692524.4266,c(450064.2518, 4692524.4266)
"396",9356,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-12,"20",30,"0.5","4","Agriculture",200192,NA,452624.6711,4692564.7747,c(452624.6711, 4692564.7747)
"397",9357,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2010-11-17,"40",40,"1","5","Excavation",0,"Already excavated? Lozjanonata mogila?",468116.6629,4679132.126,c(468116.6629, 4679132.126)
"398",9358,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-17,"35",35,"2","4","Looting",200899,NA,467949.4536,4678681.7852,c(467949.4536, 4678681.7852)
"399",9359,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2010-11-17,"30",30,"2","2","Looting",200610,NA,469259.2186,4677461.7867,c(469259.2186, 4677461.7867)
"400",9360,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-17,"70",70,"14","4","Excavation",200611,NA,469645.6761,4677737.713,c(469645.6761, 4677737.713)
"401",9362,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-17,"40",40,"2.5","5","Excavation",0,"totally newly dag",472031.1318,4678917.6109,c(472031.1318, 4678917.6109)
"402",9361,"Survey","Burial Mound","Pasture","Pasture",2010-11-17,"35",25,"2","4","Looting",200902,NA,472099.5596,4678950.7853,c(472099.5596, 4678950.7853)
"403",9363,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-17,"25",25,"1.5","1","None",0,NA,473128.6793,4680260.3238,c(473128.6793, 4680260.3238)
"404",9364,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-17,"35",35,"2","1","None",0,NA,473082.3978,4680153.6194,c(473082.3978, 4680153.6194)
"405",9365,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-18,"30",30,"2.5","5","Looting",200669,"Cut by tank shelter",474347.1141,4671481.7799,c(474347.1141, 4671481.7799)
"406",9366,"Survey","Burial Mound","Pasture","Pasture",2010-11-18,"25",25,"1","1","None",0,NA,474637.8491,4673150.5996,c(474637.8491, 4673150.5996)
"407",9367,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"35",35,"1","2","Agriculture",200667,NA,475710.3449,4673957.3958,c(475710.3449, 4673957.3958)
"408",9368,"Survey","Uncertain Mound","Annual agriculture","Annual agriculture",2010-11-18,"25",20,"0.5","2","Agriculture",200682,NA,475775.2047,4674060.0605,c(475775.2047, 4674060.0605)
"409",9369,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-18,"35",35,"1","3","Agriculture",200679,NA,476030.6156,4674310.4503,c(476030.6156, 4674310.4503)
"410",9370,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-18,"35",40,"1.6","2","Agriculture",200680,NA,476011.2875,4674860.0038,c(476011.2875, 4674860.0038)
"411",9371,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2010-11-18,"40",30,"2","1","None",200681,NA,476014.6505,4674950.7982,c(476014.6505, 4674950.7982)
"412",9372,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",2010-11-18,"30",30,"0.5","5","unspecified",200686,NA,477134.6673,4677417.029,c(477134.6673, 4677417.029)
"413",9373,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-18,"30",30,"1","4","Agriculture",0,NA,477276.1157,4677266.0051,c(477276.1157, 4677266.0051)
"414",9374,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-18,"35",35,"3","3","Looting",200688,NA,476715.932,4678835.1137,c(476715.932, 4678835.1137)
"415",9375,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2010-11-18,"30",30,"2","5","Looting",200687,NA,477703.0388,4678909.6895,c(477703.0388, 4678909.6895)
"416",9376,"Survey","Uncertain Mound","Annual agriculture","Annual agriculture",2010-11-18,"20",20,"0.5","5","Agriculture",0,NA,477733.9835,4678939.8091,c(477733.9835, 4678939.8091)
"417",9377,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-18,"40",40,"0.5","2","Agriculture",200911,NA,473111.6236,4677116.0503,c(473111.6236, 4677116.0503)
"418",9378,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-18,"30",30,"0.5","1","None",200666,NA,473409.7477,4677507.2844,c(473409.7477, 4677507.2844)
"419",9379,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-18,"35",25,"1.5","1","Agriculture",0,NA,472055.119,4675879.6635,c(472055.119, 4675879.6635)
"420",9380,"Survey","Burial Mound","Pasture","Scrub",2010-11-18,"30",30,"4","1","Looting",0,NA,470243.9228,4675563.0052,c(470243.9228, 4675563.0052)
"421",9381,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-18,"45",45,"5","1","Bioturbation",0,NA,470223.3855,4675600.8199,c(470223.3855, 4675600.8199)
"422",9382,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-18,"50",50,"6","1","Looting",200609,NA,469821.4182,4675411.694,c(469821.4182, 4675411.694)
"423",9383,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-18,"30",30,"1.5","2","Agriculture",0,NA,469954.6332,4675425.1533,c(469954.6332, 4675425.1533)
"424",9385,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-18,"40",40,"2","1","Looting",200596,NA,468422.1286,4675266.7482,c(468422.1286, 4675266.7482)
"425",9386,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-18,"20",25,"1","2","Agriculture",0,NA,469270.8269,4675323.2946,c(469270.8269, 4675323.2946)
"426",9387,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-18,"25",20,"1.7","1","Looting",200607,NA,469437.4856,4675754.4834,c(469437.4856, 4675754.4834)
"427",9388,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-18,"40",40,"0.5","5","Agriculture",200595,NA,467691.0972,4675462.3051,c(467691.0972, 4675462.3051)
"428",9452,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-18,"25",25,"1.7","1","None",200608,NA,469839.297,4675667.1667,c(469839.297, 4675667.1667)
"429",9389,NA,"Burial Mound","Annual agriculture","Scrub",2010-11-18,"15",15,"1.5","5",NA,0,NA,467600.7842,4675589.5204,c(467600.7842, 4675589.5204)
"430",9390,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-18,"35",35,"1","5","Agriculture",0,NA,467621.3223,4675643.7998,c(467621.3223, 4675643.7998)
"431",9391,"Survey","Uncertain Mound","Annual agriculture","Annual agriculture",2010-11-18,"20",15,"0.5","5","Agriculture",0,NA,467549.4388,4675734.7544,c(467549.4388, 4675734.7544)
"432",9392,"Survey","Burial Mound","Pasture","Pasture",2010-11-18,"15",15,"1","1","Agriculture",0,NA,467685.8708,4675790.5008,c(467685.8708, 4675790.5008)
"433",9401,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-07,"30",30,"1","5","Agriculture",200117,NA,440761.6189,4698799.4916,c(440761.6189, 4698799.4916)
"434",9402,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-07,"35",35,"1.5","5","Agriculture",200116,NA,441532.5891,4698189.6861,c(441532.5891, 4698189.6861)
"435",9403,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-07,"20",25,"1.7","5","Agriculture",0,NA,441800.0456,4697359.0459,c(441800.0456, 4697359.0459)
"436",9404,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-07,"20",20,"1.5","4","Looting",200119,NA,442104.8992,4697076.9599,c(442104.8992, 4697076.9599)
"437",9405,"Survey","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-07,"25",25,"1","5","Agriculture",0,NA,443333.6751,4696190.383,c(443333.6751, 4696190.383)
"438",9406,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-07,"50",30,"1.5","5","Agriculture",200121,NA,442144.1582,4695904.1009,c(442144.1582, 4695904.1009)
"439",9407,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2010-11-07,"35",20,"2","5","Construction",200120,NA,442620.1702,4695457.6081,c(442620.1702, 4695457.6081)
"440",9409,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2010-11-07,"30",30,"2","2","Agriculture",200020,NA,454596.0148,4707387.6436,c(454596.0148, 4707387.6436)
